Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
The Sense of Style,,The Thinking Person's Guide to Writing in the 21st Century,,,Steven Pinker,"Pinker, Steven",,,,,,Viking,,,2014,,,,Language Arts & Disciplines,"From the author of Enlightenment Now, a short and entertaining book on the modern art of writing well by New York Times bestselling author Steven Pinker.  Why is so much writing so bad, and how can we make it better? Is the English language being corrupted by texting and social media? Do the kids today even care about good writing? Why should any of us care?  In The Sense of Style, the bestselling linguist and cognitive scientist Steven Pinker answers these questions and more. Rethinking the usage guide for the twenty-first century, Pinker doesn't carp about the decline of language or recycle pet peeves from the rulebooks of a century ago. Instead, he applies insights from the sciences of language and mind to the challenge of crafting clear, coherent, and stylish prose.  In this short, cheerful, and eminently practical book, Pinker shows how writing depends on imagination, empathy, coherence, grammatical knowhow, and an ability to savor and reverse engineer the good prose of others. He replaces dogma about usage with reason and evidence, allowing writers and editors to apply the guidelines judiciously, rather than robotically, being mindful of what they are designed to accomplish.  Filled with examples of great and gruesome prose, Pinker shows us how the art of writing can be a form of pleasurable mastery and a fascinating intellectual topic in its own right.",,,,,,,,,,,359,,,,,,English,,,,,,9780670025855,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 21:01:52.922130942,,,,,,,hO0KDAAAQBAJ,B,0,,
The Shape of Content,,,,,Ben Shahn,"Shahn, Ben",,,,,,Harvard University Press,,,1957,,,,Design,"In his 1956-57 Charles Eliot Norton Lectures, the Russian-born American painter Ben Shahn sets down his personal views of the relationship of the artist--painter, writer, composer--to his material, his craft, and his society. He talks of the creation of the work of art, the importance of the community, the problem of communication, and the critical theories governing the artist and his audience.",,,,,,,,,,,131,,,,,,English,,,,,,9780674805705,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 11:09:31.062250971,,,,,,,jBd0qbe7_2MC,Y,0,,
The Short story and the reader,,discovering narrative techniques,,,"Thomas S. Kane, Leonard J. Peters","Kane, Thomas S.",,,,,,Oxford University Press,,,1975,,,,College readers,,,,,,,,,,,,524,,,,,,,,,,,,0195019601,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:38:44.113734960,,,,,,,,W,0,,
The Signal and the Noise,,Why So Many Predictions Fail--but Some Don't,,,Nate Silver,"Silver, Nate",,,,,,Penguin Press,,,2012,,,,Business & Economics,"""Nate Silver's The Signal and the Noise is The Soul of a New Machine for the 21st century."" Rachel Maddow, author ofDriftNate Silver built an innovative system for predicting baseball performance, predicted the 2008 election within a hair's breadth, and became a national sensation as a bloggerall by the time he was thirty. He solidified his standing as the nation's foremost political forecaster with his near perfect prediction of the 2012 election. Silver is the founder and editor in chief of FiveThirtyEight.com.Drawing on his own groundbreaking work, Silver examines the world of prediction, investigating how we can distinguish a true signal from a universe of noisy data. Most predictions fail, often at great cost to society, because most of us have a poor understanding of probability and uncertainty. Both experts and laypeople mistake more confident predictions for more accurate ones. But overconfidence is often the reason for failure. If our appreciation of uncertainty improves, our predictions can get better too. This is the prediction paradox”: The more humility we have about our ability to make predictions, the more successful we can be in planning for the future.In keeping with his own aim to seek truth from data, Silver visits the most successful forecasters in a range of areas, from hurricanes to baseball, from the poker table to the stock market, from Capitol Hill to the NBA. He explains and evaluates how these forecasters think and what bonds they share. What lies behind their success? Are they goodor just lucky? What patterns have they unraveled? And are their forecasts really right? He explores unanticipated commonalities and exposes unexpected juxtapositions. And sometimes, it is not so much how good a prediction is in an absolute sense that matters but how good it is relative to the competition. In other cases, prediction is still a very rudimentaryand dangerousscience.Silver observes that the most accurate forecasters tend to have a superior command of probability, and they tend to be both humble and hardworking. They distinguish the predictable from the unpredictable, and they notice a thousand little details that lead them closer to the truth. Because of their appreciation of probability, they can distinguish the signal from the noise.With everything from the health of the global economy to our ability to fight terrorism dependent on the quality of our predictions, Nate Silver's insights are an essential read.",,,,,,,,,,,534,,,,,,English,,,,,,9781594204111,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 16:46:57.602602005,,,,,,,ykSKDQAAQBAJ,G,0,,
The Sketchbooks of Chris Wilkinson,,,,,Chris Wilkinson,"Wilkinson, Chris",,,,,,Harry N. Abrams,,2015/10/27,2015,,,,Art,"Despite being at the forefront of high-tech innovation in architecture, Chris Wilkinson OBE RA is an architect who believes passionately in the importance of drawing by hand. Where many practices are now dominated by computer-aided design, Wilkinson still uses drawing as a way to think through ideas, to grapple with design problems and as a tool of communication. This volume brings together images selected from twenty years of Wilkinson's sketchbooks, presenting a fascinating record not just of draughtsmanship but of the creation of architectural narrative. Covering every stage of the design process, this unique insight into the working drawings of a hugely influential architect includes sketches for many of his practice's most groundbreaking works, from structures for the London Olympics to the restoration and reconstruction of the three Grade II listed gas holders in Kings Cross, London. A gazetteer also features, containing photographs of the final projects. The Sketchbooks of Chris Wilkinson is both an essential purchase for anyone interested in the development of architectural draughtsmanship and a powerful demonstration of its importance. Chris Wilkinson OBE RA made his reputation with a series of long-span, lightweight structures rooted in the high-tech movement. After working with Norman Foster, Richard Rogers, and Michael Hopkins, he set up Chris Wilkinson Architects in 1983; it later became Wilkinson Eyre. The firm has twice won the Stirling Prize for the best building of the year by a British architect. SELLING POINTS: * A detailed look at the rich and varied work of Chris Wilkinson OBE RA * Explores how Wilkinson expertly combines high-tech architectural innovation and traditional draughtsmanship * Illustrated with a range of intriguing images from Wilkinson's sketchbooks 70 colour, 55 b/w",,,,,,,,,,,144,,,,,,English,,,,,,9781910350188,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 11:09:31.069141983,,,,,,,qigdrgEACAAJ,Y,0,,
The Slight Edge,,,,,Jeff Olson,"Olson, Jeff",,,,,,Greenleaf Book Group Press,,2013/11/04,2013,,,,Self-Help,"The Slight Edge is a way of thinking, a way of processing information that enables you to make the daily choices that will lead you to the success and happiness you desire. Learn why some people make dream after dream come true, while others just continue dreaming and spend their lives building dreams for someone else. It's not just another self-help motivation tool of methods you must learn in order to travel the path to success. It shows you how to create powerful results from the simple daily activities of your life, by using tools that are already within you.  In this 8th anniversary edition you'll read not only the life-changing concepts of the original book, but also learn what author Jeff Olson discovered as he continued along the slight edge path: the Secret to Happiness and the Ripple Effect.  This edition of The Slight Edge isn't just the story, but also how the story continues to create life-altering dynamics--how a way of thinking, a way of processing information, can impact daily choices that will lead you to the success and happiness you desire. The Slight Edge is ""the key"" that will make all the other how-to books and self-help information that you read, watch and hear actually work.",,,,,,,,,,,280,,,,,,English,,,,,,9781626340466,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 15:36:52.772856950,,,,,,,MdpiAQAAQBAJ,F,0,,
The Socratic dialogues,,,,,Plato,Plato,,,,,,Kaplan Pub.,,,2009,,,,Philosophy,,,,,,,,,,,,205,,,,,,English,,,,,,9781427799531,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:24:31.891870021,,,,,,,,T,0,http://images.amazon.com/images/P/1427799539.01Z.jpg,
The Songwriting Sourcebook,,How to Turn Chords Into Great Songs,,,Rikky Rooksby,"Rooksby, Rikky",,,,,,Backbeat Books,,,2011,,,,Music,"(Reference). Originally published in 2003, and now revised and updated, The Songwriting Sourcebook is the third entry in Rikky Rooksby's bestselling How to Write Songs series. This easy-to-use book will help you write better songs by explaining the art of writing effective chord sequences. It shows: * How three and four chords can lay the foundation for a simple song, and how to move on to progressions using five and six chords * How to give your chord sequences additional color by adding chords that are not strictly in key, including blues chords * How to write chord sequences for songs in minor keys as well as major keys, and how to take progressions into new territories by changing key * How to fine-tune the color of your chords by understanding the emotional potential of sevenths, sixths and ninths All examples come with easy-to-read guitar chord boxes, and the accompanying 20-track audio CD features original recordings that illustrate some of the points made in the book.",,,,,,,,,,,240,,,,,,English,,,,,,9780879309596,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:56:52.405112028,,,,,,,O8m9bwAACAAJ,X,0,,
The Soul of a New Machine,,,,,Tracy Kidder,"Kidder, Tracy",,,,,,Back Bay Books,,,2010,,,,Informatica,,,,,,,,,,,,293,,,,,,,,,,,,9780316491976,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:23:13.433730006,,,,,,,,M,0,http://images.amazon.com/images/P/0316491977.01Z.jpg,
"The SPIN Selling Fieldbook: Practical Tools, Methods, Exercises and Resources",,,,,Neil Rackham,"Rackham, Neil",,,,,,McGraw-Hill Education,,1996/06/22,1996,,,,Business & Economics,"Put into practice today's winning strategy for achieving success in high-end sales! The SPIN Selling Fieldbook is your guide to the method that has revolutionized big-ticket sales in the United States and globally. It's the method being used by one-half of all Fortune 500 companies to train their sales forces, and here's the interactive, hands-on field book that provides the practical tools you need to put this revolutionary method into actionimmediately. The SPIN Selling Fieldbook includes:  Individual diagnostic exercises Illustrative case studies from leading companies Practical planning suggestions Provocative questionnaires Practice sessions to prepare you for dealing with challenging selling situations  Written by the pioneering author of the original bestseller, SPIN Selling, this book is aimed at making implementation easy for companies that have not yet established SPIN techniques. It will also enable companies that are already using the method to reinforce SPIN methods in the field and in coaching sessions.",,,,,,,,,,,224,,,,,,English,,,,,,9780070522350,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:10:26.914605021,,,,,,,dvWWQgAACAAJ,S,0,,
